raw_data,timestamp
"{\"event_time\": \"2022-04-28 11:43:05.554\", \"user_id\": 382, \"video_id\": 1468862, \"watch_time\": 0.259, \"duration\": 12.0, \"watch_ratio\": 0.0216, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.407+07:00
"{\"event_time\": \"2022-04-29 09:27:02.807\", \"user_id\": 684, \"video_id\": 1459425, \"watch_time\": 5.621, \"duration\": 123.6, \"watch_ratio\": 0.0455, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.427+07:00
"{\"event_time\": \"2022-04-22 05:26:31.895\", \"user_id\": 790, \"video_id\": 1150114, \"watch_time\": 105.285, \"duration\": 11.0, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.448+07:00
"{\"event_time\": \"2022-04-24 01:02:12.716\", \"user_id\": 911, \"video_id\": 780807, \"watch_time\": 1.132, \"duration\": 15.041, \"watch_ratio\": 0.0753, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.459+07:00
"{\"event_time\": \"2022-05-02 08:34:11.500\", \"user_id\": 930, \"video_id\": 2678698, \"watch_time\": 3.668, \"duration\": 218.84, \"watch_ratio\": 0.0168, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.521+07:00
"{\"event_time\": \"2022-05-02 16:51:00.909\", \"user_id\": 190, \"video_id\": 3868580, \"watch_time\": 17.979, \"duration\": 6.1, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.532+07:00
"{\"event_time\": \"2022-05-08 03:31:28.119\", \"user_id\": 962, \"video_id\": 2734095, \"watch_time\": 0.0, \"duration\": 239.1, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.543+07:00
"{\"event_time\": \"2022-05-01 04:01:12.017\", \"user_id\": 998, \"video_id\": 144560, \"watch_time\": 0.775, \"duration\": 78.633, \"watch_ratio\": 0.0099, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.553+07:00
"{\"event_time\": \"2022-05-02 06:22:17.808\", \"user_id\": 829, \"video_id\": 1354570, \"watch_time\": 0.0, \"duration\": 18.344, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.564+07:00
"{\"event_time\": \"2022-05-04 14:08:36.681\", \"user_id\": 652, \"video_id\": 2287172, \"watch_time\": 23.022, \"duration\": 21.68, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.607+07:00
"{\"event_time\": \"2022-04-23 03:37:01.608\", \"user_id\": 799, \"video_id\": 270543, \"watch_time\": 3.051, \"duration\": 10.166, \"watch_ratio\": 0.3001, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.649+07:00
"{\"event_time\": \"2022-05-06 20:41:11.882\", \"user_id\": 617, \"video_id\": 1101375, \"watch_time\": 0.0, \"duration\": 66.833, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.691+07:00
"{\"event_time\": \"2022-04-25 11:49:40.532\", \"user_id\": 68, \"video_id\": 669362, \"watch_time\": 6.224, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.743+07:00
"{\"event_time\": \"2022-04-26 10:50:22.545\", \"user_id\": 527, \"video_id\": 2818245, \"watch_time\": 2.251, \"duration\": 85.48, \"watch_ratio\": 0.0263, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.763+07:00
"{\"event_time\": \"2022-04-26 03:09:18.884\", \"user_id\": 49, \"video_id\": 1121826, \"watch_time\": 5.664, \"duration\": 354.12, \"watch_ratio\": 0.016, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.784+07:00
"{\"event_time\": \"2022-04-26 18:35:36.427\", \"user_id\": 894, \"video_id\": 3789303, \"watch_time\": 40.555, \"duration\": 230.56, \"watch_ratio\": 0.1759, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.795+07:00
"{\"event_time\": \"2022-05-04 14:14:01.861\", \"user_id\": 941, \"video_id\": 1988056, \"watch_time\": 180.71, \"duration\": 177.166, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.805+07:00
"{\"event_time\": \"2022-04-30 22:16:42.456\", \"user_id\": 619, \"video_id\": 2688014, \"watch_time\": 27.469, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 1, \"is_like\": 1, \"is_share\": 1}",2026-05-03T11:44:05.898+07:00
"{\"event_time\": \"2022-04-24 10:04:41.564\", \"user_id\": 996, \"video_id\": 1099279, \"watch_time\": 4.092, \"duration\": 136.7, \"watch_ratio\": 0.0299, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.919+07:00
"{\"event_time\": \"2022-04-27 03:57:39.370\", \"user_id\": 447, \"video_id\": 891526, \"watch_time\": 0.0, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.940+07:00
"{\"event_time\": \"2022-05-03 07:54:53.593\", \"user_id\": 490, \"video_id\": 660322, \"watch_time\": 4.582, \"duration\": 226.666, \"watch_ratio\": 0.0202, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.961+07:00
"{\"event_time\": \"2022-05-07 06:54:21.661\", \"user_id\": 128, \"video_id\": 411898, \"watch_time\": 0.0, \"duration\": 286.966, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:05.971+07:00
"{\"event_time\": \"2022-04-27 11:37:43.115\", \"user_id\": 322, \"video_id\": 2902161, \"watch_time\": 20.104, \"duration\": 77.4, \"watch_ratio\": 0.2597, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.085+07:00
"{\"event_time\": \"2022-05-02 23:28:39.469\", \"user_id\": 927, \"video_id\": 3004245, \"watch_time\": 22.017, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.095+07:00
"{\"event_time\": \"2022-05-04 15:26:00.267\", \"user_id\": 54, \"video_id\": 4296555, \"watch_time\": 9.897, \"duration\": 145.133, \"watch_ratio\": 0.0682, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.147+07:00
"{\"event_time\": \"2022-04-28 21:53:49.998\", \"user_id\": 656, \"video_id\": 739574, \"watch_time\": 11.986, \"duration\": 107.533, \"watch_ratio\": 0.1115, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.199+07:00
"{\"event_time\": \"2022-05-05 06:12:25.868\", \"user_id\": 6, \"video_id\": 3332215, \"watch_time\": 4.063, \"duration\": 72.1, \"watch_ratio\": 0.0564, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.220+07:00
"{\"event_time\": \"2022-04-25 11:35:30.810\", \"user_id\": 15, \"video_id\": 2510866, \"watch_time\": 0.0, \"duration\": 14.95, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.292+07:00
"{\"event_time\": \"2022-05-03 11:07:59.918\", \"user_id\": 462, \"video_id\": 3469906, \"watch_time\": 51.556, \"duration\": 63.666, \"watch_ratio\": 0.8098, \"is_click\": 1, \"is_like\": 1, \"is_share\": 0}",2026-05-03T11:44:06.323+07:00
"{\"event_time\": \"2022-04-27 08:17:18.960\", \"user_id\": 372, \"video_id\": 2581414, \"watch_time\": 14.564, \"duration\": 16.1, \"watch_ratio\": 0.9046, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.416+07:00
"{\"event_time\": \"2022-05-04 12:51:34.656\", \"user_id\": 412, \"video_id\": 3341217, \"watch_time\": 0.0, \"duration\": 10.733, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.437+07:00
"{\"event_time\": \"2022-04-29 12:47:20.288\", \"user_id\": 671, \"video_id\": 3374032, \"watch_time\": 2.711, \"duration\": 4.766, \"watch_ratio\": 0.5688, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.571+07:00
"{\"event_time\": \"2022-05-03 10:35:50.559\", \"user_id\": 317, \"video_id\": 4002455, \"watch_time\": 60.501, \"duration\": 53.7, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.602+07:00
"{\"event_time\": \"2022-04-28 04:23:07.444\", \"user_id\": 94, \"video_id\": 1073163, \"watch_time\": 3.797, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.623+07:00
"{\"event_time\": \"2022-04-25 14:55:36.643\", \"user_id\": 127, \"video_id\": 2954411, \"watch_time\": 0.0, \"duration\": 58.158, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.633+07:00
"{\"event_time\": \"2022-04-26 09:20:45.621\", \"user_id\": 15, \"video_id\": 689849, \"watch_time\": 0.0, \"duration\": 12.6, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.643+07:00
"{\"event_time\": \"2022-05-02 09:32:53.686\", \"user_id\": 205, \"video_id\": 1130971, \"watch_time\": 0.0, \"duration\": 7.7, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.653+07:00
"{\"event_time\": \"2022-04-27 11:15:02.320\", \"user_id\": 395, \"video_id\": 1077145, \"watch_time\": 44.66, \"duration\": 148.0, \"watch_ratio\": 0.3018, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.674+07:00
"{\"event_time\": \"2022-05-04 10:46:50.622\", \"user_id\": 216, \"video_id\": 3713209, \"watch_time\": 25.533, \"duration\": 78.386, \"watch_ratio\": 0.3257, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.695+07:00
"{\"event_time\": \"2022-04-30 08:17:25.490\", \"user_id\": 66, \"video_id\": 1555499, \"watch_time\": 1.297, \"duration\": 295.85, \"watch_ratio\": 0.0044, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.705+07:00
"{\"event_time\": \"2022-05-02 14:00:14.412\", \"user_id\": 540, \"video_id\": 3529618, \"watch_time\": 0.0, \"duration\": 11.866, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.737+07:00
"{\"event_time\": \"2022-05-04 04:01:51.241\", \"user_id\": 47, \"video_id\": 3455356, \"watch_time\": 2.634, \"duration\": 35.666, \"watch_ratio\": 0.0739, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.748+07:00
"{\"event_time\": \"2022-04-30 01:55:54.444\", \"user_id\": 27, \"video_id\": 606938, \"watch_time\": 9.994, \"duration\": 151.516, \"watch_ratio\": 0.066, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.758+07:00
"{\"event_time\": \"2022-04-29 09:41:35.086\", \"user_id\": 976, \"video_id\": 503094, \"watch_time\": 1.533, \"duration\": 190.791, \"watch_ratio\": 0.008, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.769+07:00
"{\"event_time\": \"2022-04-30 12:15:42.288\", \"user_id\": 347, \"video_id\": 1590566, \"watch_time\": 4.267, \"duration\": 340.166, \"watch_ratio\": 0.0125, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.800+07:00
"{\"event_time\": \"2022-05-04 14:45:59.848\", \"user_id\": 734, \"video_id\": 353655, \"watch_time\": 2.089, \"duration\": 35.375, \"watch_ratio\": 0.0591, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.822+07:00
"{\"event_time\": \"2022-05-08 04:20:07.303\", \"user_id\": 71, \"video_id\": 323087, \"watch_time\": 4.947, \"duration\": 181.233, \"watch_ratio\": 0.0273, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.875+07:00
"{\"event_time\": \"2022-05-08 10:43:56.733\", \"user_id\": 893, \"video_id\": 3742720, \"watch_time\": 0.594, \"duration\": 7.9, \"watch_ratio\": 0.0752, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.906+07:00
"{\"event_time\": \"2022-04-23 01:37:34.631\", \"user_id\": 862, \"video_id\": 3727179, \"watch_time\": 8.149, \"duration\": 9.175, \"watch_ratio\": 0.8882, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.937+07:00
"{\"event_time\": \"2022-04-30 07:57:41.796\", \"user_id\": 472, \"video_id\": 4069534, \"watch_time\": 12.321, \"duration\": 11.52, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.947+07:00
"{\"event_time\": \"2022-04-24 22:34:42.761\", \"user_id\": 605, \"video_id\": 3732842, \"watch_time\": 1.2, \"duration\": 108.05, \"watch_ratio\": 0.0111, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.968+07:00
"{\"event_time\": \"2022-05-06 09:03:28.415\", \"user_id\": 75, \"video_id\": 3751326, \"watch_time\": 0.0, \"duration\": 28.0, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:06.999+07:00
"{\"event_time\": \"2022-05-05 16:26:01.985\", \"user_id\": 553, \"video_id\": 923976, \"watch_time\": 0.0, \"duration\": 104.133, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.009+07:00
"{\"event_time\": \"2022-04-24 01:26:59.518\", \"user_id\": 109, \"video_id\": 1680138, \"watch_time\": 1.088, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.041+07:00
"{\"event_time\": \"2022-04-22 03:15:06.155\", \"user_id\": 970, \"video_id\": 294810, \"watch_time\": 0.0, \"duration\": 44.533, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.061+07:00
"{\"event_time\": \"2022-04-24 03:17:41.196\", \"user_id\": 462, \"video_id\": 48876, \"watch_time\": 7.953, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 1, \"is_like\": 1, \"is_share\": 0}",2026-05-03T11:44:07.092+07:00
"{\"event_time\": \"2022-05-05 08:16:32.897\", \"user_id\": 797, \"video_id\": 1727799, \"watch_time\": 1.971, \"duration\": 27.694, \"watch_ratio\": 0.0712, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.154+07:00
"{\"event_time\": \"2022-04-30 13:52:07.645\", \"user_id\": 261, \"video_id\": 2116999, \"watch_time\": 0.0, \"duration\": 12.466, \"watch_ratio\": 0.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.196+07:00
"{\"event_time\": \"2022-04-23 15:47:23.259\", \"user_id\": 36, \"video_id\": 1516221, \"watch_time\": 0.0, \"duration\": 11.5, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.217+07:00
"{\"event_time\": \"2022-05-07 08:07:56.120\", \"user_id\": 476, \"video_id\": 2463680, \"watch_time\": 2.012, \"duration\": 276.96, \"watch_ratio\": 0.0073, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.227+07:00
"{\"event_time\": \"2022-05-01 09:24:03.951\", \"user_id\": 516, \"video_id\": 3182652, \"watch_time\": 135.855, \"duration\": 138.5, \"watch_ratio\": 0.9809, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.248+07:00
"{\"event_time\": \"2022-05-08 05:46:33.884\", \"user_id\": 963, \"video_id\": 2283768, \"watch_time\": 11.956, \"duration\": 38.733, \"watch_ratio\": 0.3087, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.279+07:00
"{\"event_time\": \"2022-04-30 15:07:19.951\", \"user_id\": 942, \"video_id\": 4123778, \"watch_time\": 4.047, \"duration\": 72.333, \"watch_ratio\": 0.0559, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.341+07:00
"{\"event_time\": \"2022-04-22 11:46:24.786\", \"user_id\": 140, \"video_id\": 2114711, \"watch_time\": 0.0, \"duration\": 6.05, \"watch_ratio\": 0.0, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.383+07:00
"{\"event_time\": \"2022-04-23 07:34:33.744\", \"user_id\": 909, \"video_id\": 1693966, \"watch_time\": 0.609, \"duration\": 11.2, \"watch_ratio\": 0.0544, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.393+07:00
"{\"event_time\": \"2022-04-23 08:04:15.577\", \"user_id\": 718, \"video_id\": 1304344, \"watch_time\": 13.711, \"duration\": 12.833, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.445+07:00
"{\"event_time\": \"2022-05-03 17:04:35.932\", \"user_id\": 975, \"video_id\": 538114, \"watch_time\": 7.096, \"duration\": 0.0, \"watch_ratio\": null, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.455+07:00
"{\"event_time\": \"2022-05-05 13:19:21.647\", \"user_id\": 324, \"video_id\": 3666923, \"watch_time\": 41.963, \"duration\": 113.533, \"watch_ratio\": 0.3696, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.549+07:00
"{\"event_time\": \"2022-05-03 00:28:08.219\", \"user_id\": 179, \"video_id\": 3231110, \"watch_time\": 12.447, \"duration\": 11.48, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.570+07:00
"{\"event_time\": \"2022-05-04 15:12:14.423\", \"user_id\": 68, \"video_id\": 2655009, \"watch_time\": 2.682, \"duration\": 84.76, \"watch_ratio\": 0.0316, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.591+07:00
"{\"event_time\": \"2022-04-24 13:14:24.917\", \"user_id\": 310, \"video_id\": 213979, \"watch_time\": 1.67, \"duration\": 141.954, \"watch_ratio\": 0.0118, \"is_click\": 0, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.602+07:00
"{\"event_time\": \"2022-05-05 10:44:04.283\", \"user_id\": 358, \"video_id\": 1441443, \"watch_time\": 10.787, \"duration\": 8.933, \"watch_ratio\": 1.0, \"is_click\": 1, \"is_like\": 0, \"is_share\": 0}",2026-05-03T11:44:07.634+07:00
