video_id,window_start,window_end,views_count,unique_users,avg_watch_ratio,growth_rate,engagement_count,hot_score,predicted_hot,hot_label,cache_rank,cache_priority,cache_decision,reason
988806,2022-04-22 13:00:00+07:00,2022-04-22 13:30:00+07:00,4,2,0.4459034506204317,4.0,0,0.455847356790753,1,HOT,22,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4322180,2022-04-26 12:30:00+07:00,2022-04-26 13:00:00+07:00,4,2,0.4219841269841269,4.0,0,0.451063492063492,1,HOT,23,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
137433,2022-05-03 09:00:00+07:00,2022-05-03 09:30:00+07:00,4,2,0.3937965776012048,4.0,0,0.4454259821869076,1,HOT,24,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2147942,2022-05-08 12:30:00+07:00,2022-05-08 13:00:00+07:00,4,2,0.3699999999999999,4.0,0,0.4406666666666666,1,HOT,25,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1892467,2022-05-04 00:00:00+07:00,2022-05-04 00:30:00+07:00,4,2,0.361652802400109,4.0,0,0.4389972271466885,1,HOT,26,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2116987,2022-04-29 07:30:00+07:00,2022-04-29 08:00:00+07:00,4,2,0.3601969185887501,4.0,0,0.4387060503844167,1,HOT,27,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1672305,2022-04-30 06:30:00+07:00,2022-04-30 07:00:00+07:00,4,2,0.3584674329501914,4.0,0,0.4383601532567049,1,HOT,28,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3978091,2022-05-08 05:30:00+07:00,2022-05-08 06:00:00+07:00,2,1,0.9994803817603394,2.0,2,0.4332294096854012,1,HOT,29,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3622487,2022-05-01 10:00:00+07:00,2022-05-01 10:30:00+07:00,2,1,0.9992864934021144,2.0,2,0.4331906320137562,1,HOT,30,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4327824,2022-04-30 08:30:00+07:00,2022-04-30 09:00:00+07:00,2,1,0.998824082784572,2.0,2,0.4330981498902477,1,HOT,31,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
534827,2022-05-03 06:30:00+07:00,2022-05-03 07:00:00+07:00,2,1,0.9980664916885388,2.0,2,0.4329466316710411,1,HOT,32,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3525807,2022-05-04 04:30:00+07:00,2022-05-04 05:00:00+07:00,2,1,0.9961934672333989,2.0,2,0.432572026780013,1,HOT,33,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1481739,2022-04-29 04:30:00+07:00,2022-04-29 05:00:00+07:00,2,1,0.9949330638350892,2.0,2,0.4323199461003512,1,HOT,34,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2185521,2022-04-22 09:00:00+07:00,2022-04-22 09:30:00+07:00,2,1,0.9946815764352924,2.0,2,0.4322696486203918,1,HOT,35,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3583209,2022-04-25 14:00:00+07:00,2022-04-25 14:30:00+07:00,2,1,0.9940583738707436,2.0,2,0.432145008107482,1,HOT,36,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
466774,2022-05-02 15:00:00+07:00,2022-05-02 15:30:00+07:00,2,1,0.9927750865051902,2.0,2,0.4318883506343713,1,HOT,37,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3113096,2022-05-02 07:00:00+07:00,2022-05-02 07:30:00+07:00,2,1,0.992335195530726,2.0,2,0.4318003724394785,1,HOT,38,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2974162,2022-04-30 02:00:00+07:00,2022-04-30 02:30:00+07:00,2,1,0.9912713727954044,2.0,2,0.4315876078924142,1,HOT,39,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
193975,2022-04-25 09:00:00+07:00,2022-04-25 09:30:00+07:00,4,2,0.3238292682926829,4.0,0,0.4314325203252033,1,HOT,40,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3907674,2022-05-04 08:00:00+07:00,2022-05-04 08:30:00+07:00,2,1,0.9886092715231788,2.0,2,0.4310551876379691,1,HOT,41,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1607965,2022-05-07 04:00:00+07:00,2022-05-07 04:30:00+07:00,2,1,0.9879685894868804,2.0,2,0.4309270512307094,1,HOT,42,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1138615,2022-04-30 08:00:00+07:00,2022-04-30 08:30:00+07:00,2,1,0.9879623276991204,2.0,2,0.4309257988731574,1,HOT,43,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2578646,2022-05-06 13:00:00+07:00,2022-05-06 13:30:00+07:00,2,1,0.9878006872852232,2.0,2,0.430893470790378,1,HOT,44,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
743435,2022-05-02 02:00:00+07:00,2022-05-02 02:30:00+07:00,2,1,0.987403846153846,2.0,2,0.4308141025641026,1,HOT,45,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2619527,2022-04-29 21:00:00+07:00,2022-04-29 21:30:00+07:00,2,1,0.9871553090332804,2.0,2,0.4307643951399894,1,HOT,46,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
506902,2022-05-05 00:00:00+07:00,2022-05-05 00:30:00+07:00,2,1,0.9843939393939394,2.0,2,0.4302121212121211,1,HOT,47,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2965829,2022-05-08 15:00:00+07:00,2022-05-08 15:30:00+07:00,2,1,0.9837069664497184,2.0,2,0.430074726623277,1,HOT,48,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2954948,2022-04-24 08:00:00+07:00,2022-04-24 08:30:00+07:00,2,1,0.9823364485981309,2.0,2,0.4298006230529595,1,HOT,49,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3264066,2022-05-01 12:30:00+07:00,2022-05-01 13:00:00+07:00,2,1,0.981752356001892,2.0,2,0.4296838045337117,1,HOT,50,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1709264,2022-05-07 03:30:00+07:00,2022-05-07 04:00:00+07:00,4,2,0.3150665666604162,4.0,0,0.4296799799987499,1,HOT,51,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4198965,2022-04-25 02:30:00+07:00,2022-04-25 03:00:00+07:00,2,1,0.980559210526316,2.0,2,0.4294451754385965,1,HOT,52,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
160624,2022-04-25 22:30:00+07:00,2022-04-25 23:00:00+07:00,2,1,0.979863325740319,2.0,2,0.4293059984813971,1,HOT,53,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1303419,2022-05-01 00:30:00+07:00,2022-05-01 01:00:00+07:00,4,2,0.3130903402859086,4.0,0,0.4292847347238484,1,HOT,54,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1736086,2022-05-03 10:30:00+07:00,2022-05-03 11:00:00+07:00,2,1,0.9785277316371592,2.0,2,0.4290388796607651,1,HOT,55,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4065592,2022-04-30 11:30:00+07:00,2022-04-30 12:00:00+07:00,4,2,0.3117672759047549,4.0,0,0.4290201218476177,1,HOT,56,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4292510,2022-05-04 10:30:00+07:00,2022-05-04 11:00:00+07:00,2,1,0.9756999226604794,2.0,2,0.4284733178654292,1,HOT,57,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2386988,2022-05-03 21:30:00+07:00,2022-05-03 22:00:00+07:00,2,1,0.975392296718973,2.0,2,0.4284117926771279,1,HOT,58,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3821908,2022-05-02 11:30:00+07:00,2022-05-02 12:00:00+07:00,2,1,0.9702388095523822,2.0,2,0.4273810952438097,1,HOT,59,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3086953,2022-04-28 13:00:00+07:00,2022-04-28 13:30:00+07:00,2,1,0.969822130437679,2.0,2,0.4272977594208691,1,HOT,60,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
332641,2022-05-04 04:00:00+07:00,2022-05-04 04:30:00+07:00,2,1,0.968615362853556,2.0,2,0.4270564059040445,1,HOT,61,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2160387,2022-05-08 15:00:00+07:00,2022-05-08 15:30:00+07:00,4,2,0.3017078515831632,4.0,0,0.4270082369832993,1,HOT,62,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
546055,2022-05-06 09:00:00+07:00,2022-05-06 09:30:00+07:00,2,1,0.9668094037201904,2.0,2,0.4266952140773714,1,HOT,63,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
824929,2022-04-30 13:30:00+07:00,2022-04-30 14:00:00+07:00,4,2,0.2996600650310375,4.0,0,0.4265986796728742,1,HOT,64,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
657652,2022-04-23 08:00:00+07:00,2022-04-23 08:30:00+07:00,2,1,0.966081989587019,2.0,2,0.4265497312507371,1,HOT,65,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
433898,2022-04-27 17:30:00+07:00,2022-04-27 18:00:00+07:00,2,1,0.9644647696476965,2.0,2,0.4262262872628726,1,HOT,66,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1211287,2022-04-30 11:00:00+07:00,2022-04-30 11:30:00+07:00,2,1,0.9636155803821768,2.0,2,0.4260564494097687,1,HOT,67,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2569344,2022-05-04 04:00:00+07:00,2022-05-04 04:30:00+07:00,2,1,0.9583751693750426,2.0,2,0.4250083672083419,1,HOT,68,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
659570,2022-05-04 00:30:00+07:00,2022-05-04 01:00:00+07:00,2,1,0.9560459602407442,2.0,2,0.4245425253814822,1,HOT,69,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4046014,2022-04-28 16:00:00+07:00,2022-04-28 16:30:00+07:00,2,1,0.9542576716851958,2.0,2,0.4241848676703724,1,HOT,70,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1380445,2022-05-01 13:00:00+07:00,2022-05-01 13:30:00+07:00,2,1,0.9542283003070052,2.0,2,0.4241789933947344,1,HOT,71,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4015572,2022-05-02 06:00:00+07:00,2022-05-02 06:30:00+07:00,2,1,0.953969465648855,2.0,2,0.4241272264631043,1,HOT,72,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1850847,2022-04-28 14:00:00+07:00,2022-04-28 14:30:00+07:00,2,1,0.953533101045296,2.0,2,0.4240399535423925,1,HOT,73,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1060324,2022-04-29 18:00:00+07:00,2022-04-29 18:30:00+07:00,2,1,0.952025096918996,2.0,2,0.4237383527171325,1,HOT,74,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1817787,2022-05-06 07:30:00+07:00,2022-05-06 08:00:00+07:00,2,1,0.9510891765383404,2.0,2,0.4235511686410014,1,HOT,75,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
428264,2022-04-29 07:30:00+07:00,2022-04-29 08:00:00+07:00,2,1,0.950163193572684,2.0,2,0.4233659720478701,1,HOT,76,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
337000,2022-04-23 06:00:00+07:00,2022-04-23 06:30:00+07:00,2,1,0.9499077816583604,2.0,2,0.4233148896650054,1,HOT,77,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2858078,2022-05-01 12:00:00+07:00,2022-05-01 12:30:00+07:00,2,1,0.9489992031125488,2.0,2,0.423133173955843,1,HOT,78,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4307861,2022-05-06 04:30:00+07:00,2022-05-06 05:00:00+07:00,2,1,0.9465068168100368,2.0,2,0.4226346966953407,1,HOT,79,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4221227,2022-04-25 16:30:00+07:00,2022-04-25 17:00:00+07:00,2,1,0.9462006441608016,2.0,2,0.4225734621654936,1,HOT,80,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3608697,2022-05-04 12:00:00+07:00,2022-05-04 12:30:00+07:00,4,1,0.2792346294367384,4.0,0,0.4225135925540144,1,HOT,81,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1235993,2022-05-05 09:00:00+07:00,2022-05-05 09:30:00+07:00,2,1,0.9443141343063156,2.0,2,0.4221961601945965,1,HOT,82,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4299636,2022-05-07 08:30:00+07:00,2022-05-07 09:00:00+07:00,2,1,0.9416406378431694,2.0,2,0.4216614609019672,1,HOT,83,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1691930,2022-05-06 11:00:00+07:00,2022-05-06 11:30:00+07:00,2,1,0.9413414634146344,2.0,2,0.4216016260162601,1,HOT,84,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2368310,2022-04-30 13:00:00+07:00,2022-04-30 13:30:00+07:00,2,1,0.94,2.0,2,0.4213333333333333,1,HOT,85,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3788304,2022-04-30 22:00:00+07:00,2022-04-30 22:30:00+07:00,2,1,0.9399961962723468,2.0,2,0.4213325725878026,1,HOT,86,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
631220,2022-05-06 15:00:00+07:00,2022-05-06 15:30:00+07:00,2,1,0.9357930672268908,2.0,2,0.4204919467787115,1,HOT,87,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
578642,2022-04-24 00:00:00+07:00,2022-04-24 00:30:00+07:00,4,2,0.2674504041146215,4.0,0,0.420156747489591,1,HOT,88,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4078597,2022-05-08 02:30:00+07:00,2022-05-08 03:00:00+07:00,2,1,0.9341169192700278,2.0,2,0.4201567171873389,1,HOT,89,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1071480,2022-04-30 03:30:00+07:00,2022-04-30 04:00:00+07:00,2,1,0.933099110091936,2.0,2,0.4199531553517205,1,HOT,90,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3551209,2022-05-04 04:30:00+07:00,2022-05-04 05:00:00+07:00,2,1,0.931284507417016,2.0,2,0.4195902348167365,1,HOT,91,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3746741,2022-04-25 08:30:00+07:00,2022-04-25 09:00:00+07:00,2,1,0.9303007518796992,2.0,2,0.4193934837092732,1,HOT,92,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2259934,2022-04-26 14:30:00+07:00,2022-04-26 15:00:00+07:00,2,1,0.927992590877518,2.0,2,0.4189318515088369,1,HOT,93,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2889132,2022-05-03 02:00:00+07:00,2022-05-03 02:30:00+07:00,4,2,0.2612676056338028,4.0,0,0.4189201877934272,1,HOT,94,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3208394,2022-04-28 08:30:00+07:00,2022-04-28 09:00:00+07:00,2,1,0.9278199052132702,2.0,2,0.4188973143759873,1,HOT,95,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
43977,2022-05-06 05:30:00+07:00,2022-05-06 06:00:00+07:00,2,1,0.92713567839196,2.0,2,0.4187604690117253,1,HOT,96,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2560607,2022-04-27 05:00:00+07:00,2022-04-27 05:30:00+07:00,2,1,0.9239656541740968,2.0,2,0.4181264641681527,1,HOT,97,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3704461,2022-04-27 08:00:00+07:00,2022-04-27 08:30:00+07:00,2,1,0.9232941176470588,2.0,2,0.417992156862745,1,HOT,98,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
271163,2022-05-01 06:00:00+07:00,2022-05-01 06:30:00+07:00,2,1,0.9227130694034342,2.0,2,0.4178759472140202,1,HOT,99,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3995036,2022-04-23 12:00:00+07:00,2022-04-23 12:30:00+07:00,2,1,0.920583596214511,2.0,2,0.4174500525762356,1,HOT,100,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2570013,2022-05-06 16:00:00+07:00,2022-05-06 16:30:00+07:00,2,1,0.920520999468368,2.0,2,0.4174375332270069,1,HOT,101,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1059642,2022-05-07 14:00:00+07:00,2022-05-07 14:30:00+07:00,2,1,0.9192552575728344,2.0,2,0.4171843848479002,1,HOT,102,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1218101,2022-05-01 12:30:00+07:00,2022-05-01 13:00:00+07:00,2,1,0.9172808462672332,2.0,2,0.4167895025867799,1,HOT,103,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2637929,2022-05-05 01:30:00+07:00,2022-05-05 02:00:00+07:00,2,1,0.9124549208174358,2.0,2,0.4158243174968205,1,HOT,104,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
880565,2022-05-06 14:00:00+07:00,2022-05-06 14:30:00+07:00,2,1,0.9081373762376238,2.0,2,0.414960808580858,1,HOT,105,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2236109,2022-04-24 06:00:00+07:00,2022-04-24 06:30:00+07:00,2,1,0.9057912825619118,2.0,2,0.4144915898457156,1,HOT,106,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
490701,2022-04-29 09:30:00+07:00,2022-04-29 10:00:00+07:00,2,1,0.9027912410210523,2.0,2,0.4138915815375438,1,HOT,107,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3728924,2022-05-05 04:00:00+07:00,2022-05-05 04:30:00+07:00,2,1,0.9026519337016574,2.0,2,0.4138637200736648,1,HOT,108,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1652745,2022-05-08 13:00:00+07:00,2022-05-08 13:30:00+07:00,2,1,0.901317365269461,2.0,2,0.4135968063872255,1,HOT,109,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
495203,2022-04-28 20:30:00+07:00,2022-04-28 21:00:00+07:00,2,1,0.8991000620191864,2.0,2,0.4131533457371705,1,HOT,110,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1812174,2022-04-29 13:00:00+07:00,2022-04-29 13:30:00+07:00,4,2,0.2316532258064516,4.0,0,0.412997311827957,1,HOT,111,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3867271,2022-05-01 10:00:00+07:00,2022-05-01 10:30:00+07:00,2,1,0.8954370749975362,2.0,2,0.4124207483328406,1,HOT,112,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
829979,2022-04-26 14:00:00+07:00,2022-04-26 14:30:00+07:00,2,1,0.8925231260185144,2.0,2,0.4118379585370362,1,HOT,113,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3597541,2022-05-08 13:00:00+07:00,2022-05-08 13:30:00+07:00,2,1,0.8897046121955433,2.0,2,0.411274255772442,1,HOT,114,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1715227,2022-05-08 09:00:00+07:00,2022-05-08 09:30:00+07:00,4,2,0.2217986175443596,4.0,0,0.4110263901755386,1,HOT,115,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1436955,2022-05-01 14:00:00+07:00,2022-05-01 14:30:00+07:00,4,2,0.2213370805299009,4.0,0,0.4109340827726468,1,HOT,116,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3178157,2022-05-04 01:00:00+07:00,2022-05-04 01:30:00+07:00,2,1,0.8877966101694915,2.0,2,0.4108926553672316,1,HOT,117,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4184542,2022-04-29 10:30:00+07:00,2022-04-29 11:00:00+07:00,4,2,0.2195652173913043,4.0,0,0.4105797101449275,1,HOT,118,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3684505,2022-05-02 15:00:00+07:00,2022-05-02 15:30:00+07:00,2,1,0.8851442602823819,2.0,2,0.4103621853898097,1,HOT,119,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1661737,2022-05-06 08:30:00+07:00,2022-05-06 09:00:00+07:00,2,1,0.8845614849187935,2.0,2,0.410245630317092,1,HOT,120,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
967526,2022-05-01 22:30:00+07:00,2022-05-01 23:00:00+07:00,4,2,0.2160848798802366,4.0,0,0.409883642642714,1,HOT,121,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4066465,2022-05-06 16:30:00+07:00,2022-05-06 17:00:00+07:00,4,2,0.2148456401819413,4.0,0,0.4096357947030549,1,HOT,122,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2001415,2022-04-24 06:30:00+07:00,2022-04-24 07:00:00+07:00,2,1,0.8813400635024017,2.0,2,0.4096013460338137,1,HOT,123,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
3670693,2022-04-28 10:00:00+07:00,2022-04-28 10:30:00+07:00,4,2,0.2079341317365269,4.0,0,0.408253493013972,1,HOT,124,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4333399,2022-05-08 01:30:00+07:00,2022-05-08 02:00:00+07:00,2,1,0.8728279839138022,2.0,2,0.4078989301160938,1,HOT,125,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
1900593,2022-04-25 04:00:00+07:00,2022-04-25 04:30:00+07:00,2,1,0.8722784810126581,2.0,2,0.4077890295358649,1,HOT,126,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
582610,2022-04-25 15:00:00+07:00,2022-04-25 15:30:00+07:00,2,1,0.8712037064833438,2.0,2,0.407574074630002,1,HOT,127,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
4224136,2022-04-25 13:30:00+07:00,2022-04-25 14:00:00+07:00,4,2,0.2037654320987654,4.0,0,0.4074197530864197,1,HOT,128,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
2261547,2022-05-04 22:00:00+07:00,2022-05-04 22:30:00+07:00,2,1,0.8680440580169927,2.0,2,0.4069421449367318,1,HOT,129,VERY_HIGH,CACHE,Predicted as HOT; preload this video-window into cache.
