event_time,user_id,video_id,watch_time,duration,watch_ratio,is_click,is_like,is_share,timestamp
2022-04-24 01:02:12.716,911,780807,1.132,15.041,0.0753,0,0,0,2026-05-03T11:44:05.459+07:00
2022-05-02 08:34:11.500,930,2678698,3.668,218.84,0.0168,0,0,0,2026-05-03T11:44:05.521+07:00
2022-05-02 16:51:00.909,190,3868580,17.979,6.1,1.0,1,0,0,2026-05-03T11:44:05.532+07:00
2022-05-08 03:31:28.119,962,2734095,0.0,239.1,0.0,0,0,0,2026-05-03T11:44:05.543+07:00
2022-05-01 04:01:12.017,998,144560,0.775,78.633,0.0099,0,0,0,2026-05-03T11:44:05.553+07:00
2022-05-02 06:22:17.808,829,1354570,0.0,18.344,0.0,0,0,0,2026-05-03T11:44:05.564+07:00
2022-05-04 14:08:36.681,652,2287172,23.022,21.68,1.0,1,0,0,2026-05-03T11:44:05.607+07:00
2022-04-23 03:37:01.608,799,270543,3.051,10.166,0.3001,0,0,0,2026-05-03T11:44:05.649+07:00
2022-05-06 20:41:11.882,617,1101375,0.0,66.833,0.0,0,0,0,2026-05-03T11:44:05.691+07:00
2022-04-25 11:49:40.532,68,669362,6.224,0.0,0.0,0,0,0,2026-05-03T11:44:05.743+07:00
2022-04-26 10:50:22.545,527,2818245,2.251,85.48,0.0263,0,0,0,2026-05-03T11:44:05.763+07:00
2022-04-26 03:09:18.884,49,1121826,5.664,354.12,0.016,0,0,0,2026-05-03T11:44:05.784+07:00
2022-04-26 18:35:36.427,894,3789303,40.555,230.56,0.1759,1,0,0,2026-05-03T11:44:05.795+07:00
2022-05-04 14:14:01.861,941,1988056,180.71,177.166,1.0,1,0,0,2026-05-03T11:44:05.805+07:00
2022-04-30 22:16:42.456,619,2688014,27.469,0.0,0.0,1,1,1,2026-05-03T11:44:05.898+07:00
2022-04-24 10:04:41.564,996,1099279,4.092,136.7,0.0299,0,0,0,2026-05-03T11:44:05.919+07:00
2022-04-27 03:57:39.370,447,891526,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:05.940+07:00
2022-05-03 07:54:53.593,490,660322,4.582,226.666,0.0202,0,0,0,2026-05-03T11:44:05.961+07:00
2022-05-07 06:54:21.661,128,411898,0.0,286.966,0.0,0,0,0,2026-05-03T11:44:05.971+07:00
2022-04-27 11:37:43.115,322,2902161,20.104,77.4,0.2597,1,0,0,2026-05-03T11:44:06.085+07:00
2022-05-02 23:28:39.469,927,3004245,22.017,0.0,0.0,1,0,0,2026-05-03T11:44:06.095+07:00
2022-05-04 15:26:00.267,54,4296555,9.897,145.133,0.0682,1,0,0,2026-05-03T11:44:06.147+07:00
2022-04-28 21:53:49.998,656,739574,11.986,107.533,0.1115,1,0,0,2026-05-03T11:44:06.199+07:00
2022-05-05 06:12:25.868,6,3332215,4.063,72.1,0.0564,0,0,0,2026-05-03T11:44:06.220+07:00
2022-04-25 11:35:30.810,15,2510866,0.0,14.95,0.0,0,0,0,2026-05-03T11:44:06.292+07:00
2022-05-03 11:07:59.918,462,3469906,51.556,63.666,0.8098,1,1,0,2026-05-03T11:44:06.323+07:00
2022-04-27 08:17:18.960,372,2581414,14.564,16.1,0.9046,1,0,0,2026-05-03T11:44:06.416+07:00
2022-05-04 12:51:34.656,412,3341217,0.0,10.733,0.0,0,0,0,2026-05-03T11:44:06.437+07:00
2022-04-29 12:47:20.288,671,3374032,2.711,4.766,0.5688,0,0,0,2026-05-03T11:44:06.571+07:00
2022-05-03 10:35:50.559,317,4002455,60.501,53.7,1.0,1,0,0,2026-05-03T11:44:06.602+07:00
2022-04-28 04:23:07.444,94,1073163,3.797,0.0,0.0,0,0,0,2026-05-03T11:44:06.623+07:00
2022-04-25 14:55:36.643,127,2954411,0.0,58.158,0.0,0,0,0,2026-05-03T11:44:06.633+07:00
2022-04-26 09:20:45.621,15,689849,0.0,12.6,0.0,0,0,0,2026-05-03T11:44:06.643+07:00
2022-05-02 09:32:53.686,205,1130971,0.0,7.7,0.0,0,0,0,2026-05-03T11:44:06.653+07:00
2022-04-27 11:15:02.320,395,1077145,44.66,148.0,0.3018,1,0,0,2026-05-03T11:44:06.674+07:00
2022-05-04 10:46:50.622,216,3713209,25.533,78.386,0.3257,1,0,0,2026-05-03T11:44:06.695+07:00
2022-04-30 08:17:25.490,66,1555499,1.297,295.85,0.0044,0,0,0,2026-05-03T11:44:06.705+07:00
2022-05-02 14:00:14.412,540,3529618,0.0,11.866,0.0,0,0,0,2026-05-03T11:44:06.737+07:00
2022-05-04 04:01:51.241,47,3455356,2.634,35.666,0.0739,0,0,0,2026-05-03T11:44:06.748+07:00
2022-04-30 01:55:54.444,27,606938,9.994,151.516,0.066,1,0,0,2026-05-03T11:44:06.758+07:00
2022-04-29 09:41:35.086,976,503094,1.533,190.791,0.008,0,0,0,2026-05-03T11:44:06.769+07:00
2022-04-30 12:15:42.288,347,1590566,4.267,340.166,0.0125,0,0,0,2026-05-03T11:44:06.800+07:00
2022-05-04 14:45:59.848,734,353655,2.089,35.375,0.0591,0,0,0,2026-05-03T11:44:06.822+07:00
2022-05-08 04:20:07.303,71,323087,4.947,181.233,0.0273,0,0,0,2026-05-03T11:44:06.875+07:00
2022-05-08 10:43:56.733,893,3742720,0.594,7.9,0.0752,0,0,0,2026-05-03T11:44:06.906+07:00
2022-04-23 01:37:34.631,862,3727179,8.149,9.175,0.8882,1,0,0,2026-05-03T11:44:06.937+07:00
2022-04-30 07:57:41.796,472,4069534,12.321,11.52,1.0,1,0,0,2026-05-03T11:44:06.947+07:00
2022-04-24 22:34:42.761,605,3732842,1.2,108.05,0.0111,0,0,0,2026-05-03T11:44:06.968+07:00
2022-05-06 09:03:28.415,75,3751326,0.0,28.0,0.0,0,0,0,2026-05-03T11:44:06.999+07:00
2022-05-05 16:26:01.985,553,923976,0.0,104.133,0.0,0,0,0,2026-05-03T11:44:07.009+07:00
2022-04-24 01:26:59.518,109,1680138,1.088,0.0,0.0,0,0,0,2026-05-03T11:44:07.041+07:00
2022-04-22 03:15:06.155,970,294810,0.0,44.533,0.0,0,0,0,2026-05-03T11:44:07.061+07:00
2022-04-24 03:17:41.196,462,48876,7.953,0.0,0.0,1,1,0,2026-05-03T11:44:07.092+07:00
2022-05-05 08:16:32.897,797,1727799,1.971,27.694,0.0712,0,0,0,2026-05-03T11:44:07.154+07:00
2022-04-30 13:52:07.645,261,2116999,0.0,12.466,0.0,1,0,0,2026-05-03T11:44:07.196+07:00
2022-04-23 15:47:23.259,36,1516221,0.0,11.5,0.0,0,0,0,2026-05-03T11:44:07.217+07:00
2022-05-07 08:07:56.120,476,2463680,2.012,276.96,0.0073,0,0,0,2026-05-03T11:44:07.227+07:00
2022-05-01 09:24:03.951,516,3182652,135.855,138.5,0.9809,1,0,0,2026-05-03T11:44:07.248+07:00
2022-05-08 05:46:33.884,963,2283768,11.956,38.733,0.3087,1,0,0,2026-05-03T11:44:07.279+07:00
2022-04-30 15:07:19.951,942,4123778,4.047,72.333,0.0559,0,0,0,2026-05-03T11:44:07.341+07:00
2022-04-22 11:46:24.786,140,2114711,0.0,6.05,0.0,0,0,0,2026-05-03T11:44:07.383+07:00
2022-04-23 07:34:33.744,909,1693966,0.609,11.2,0.0544,0,0,0,2026-05-03T11:44:07.393+07:00
2022-04-23 08:04:15.577,718,1304344,13.711,12.833,1.0,1,0,0,2026-05-03T11:44:07.445+07:00
2022-05-03 17:04:35.932,975,538114,7.096,0.0,0.0,1,0,0,2026-05-03T11:44:07.455+07:00
2022-05-05 13:19:21.647,324,3666923,41.963,113.533,0.3696,1,0,0,2026-05-03T11:44:07.549+07:00
2022-05-03 00:28:08.219,179,3231110,12.447,11.48,1.0,1,0,0,2026-05-03T11:44:07.570+07:00
2022-05-04 15:12:14.423,68,2655009,2.682,84.76,0.0316,0,0,0,2026-05-03T11:44:07.591+07:00
2022-04-24 13:14:24.917,310,213979,1.67,141.954,0.0118,0,0,0,2026-05-03T11:44:07.602+07:00
2022-05-05 10:44:04.283,358,1441443,10.787,8.933,1.0,1,0,0,2026-05-03T11:44:07.634+07:00
2022-05-08 04:31:58.099,937,1700883,11.045,44.86,0.2462,1,0,0,2026-05-03T11:44:07.644+07:00
2022-05-08 04:42:33.005,732,2909866,1.705,14.766,0.1155,0,0,0,2026-05-03T11:44:07.665+07:00
2022-04-28 15:31:35.100,893,3339322,7.294,9.092,0.8022,1,0,0,2026-05-03T11:44:07.728+07:00
2022-04-22 14:38:49.601,851,1800605,1.6,29.333,0.0545,0,0,0,2026-05-03T11:44:07.739+07:00
2022-05-07 03:44:39.978,605,2366843,15.761,65.0,0.2425,1,0,0,2026-05-03T11:44:07.759+07:00
2022-04-25 09:09:24.046,379,3945377,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:07.791+07:00
2022-04-28 19:15:48.741,858,2748904,1.372,16.166,0.0849,0,0,0,2026-05-03T11:44:07.873+07:00
2022-05-03 10:25:43.075,547,3503789,1.621,15.6,0.1039,0,0,0,2026-05-03T11:44:07.904+07:00
2022-05-04 09:21:21.070,173,1181059,3.197,11.3,0.2829,0,0,0,2026-05-03T11:44:07.935+07:00
2022-05-05 05:15:59.800,750,3101780,2.34,0.0,0.0,0,0,0,2026-05-03T11:44:07.987+07:00
2022-05-04 04:52:52.586,655,2234372,1.509,62.4,0.0242,0,0,0,2026-05-03T11:44:08.028+07:00
2022-05-05 12:11:01.507,840,2706779,1.401,8.033,0.1744,0,0,0,2026-05-03T11:44:08.039+07:00
2022-04-30 11:10:00.083,413,3397458,0.0,27.866,0.0,0,0,0,2026-05-03T11:44:08.049+07:00
2022-04-27 05:12:27.869,781,3388296,0.0,25.2,0.0,0,0,0,2026-05-03T11:44:08.059+07:00
2022-05-06 16:59:34.843,640,3473593,0.938,24.733,0.0379,1,0,0,2026-05-03T11:44:08.070+07:00
2022-05-05 16:05:46.060,342,60950,65.908,64.12,1.0,1,0,0,2026-05-03T11:44:08.090+07:00
2022-04-22 00:28:18.362,787,2611737,0.0,29.994,0.0,0,0,0,2026-05-03T11:44:08.101+07:00
2022-04-25 22:13:39.349,148,1442977,64.612,148.6,0.4348,1,0,0,2026-05-03T11:44:08.111+07:00
2022-04-22 17:57:39.564,151,3980728,18.966,0.0,0.0,1,0,0,2026-05-03T11:44:08.121+07:00
2022-04-28 02:45:14.807,208,472723,43.293,12.7,1.0,1,0,0,2026-05-03T11:44:08.132+07:00
2022-04-29 07:55:04.396,518,59640,1.382,184.32,0.0075,0,0,0,2026-05-03T11:44:08.173+07:00
2022-04-30 08:55:07.679,978,4363288,0.0,97.291,0.0,0,0,0,2026-05-03T11:44:08.194+07:00
2022-05-02 18:52:57.054,325,1689640,61.275,59.85,1.0,1,0,0,2026-05-03T11:44:08.204+07:00
2022-04-22 00:47:35.443,787,3541091,0.0,60.003,0.0,0,0,0,2026-05-03T11:44:08.225+07:00
2022-05-03 17:01:00.744,73,220478,4.697,22.2,0.2116,0,0,0,2026-05-03T11:44:08.235+07:00
2022-05-02 05:01:33.879,410,553446,23.938,47.433,0.5047,1,0,0,2026-05-03T11:44:08.246+07:00
2022-05-01 14:58:41.793,261,823316,0.0,177.7,0.0,0,0,0,2026-05-03T11:44:08.328+07:00
2022-05-07 13:24:14.083,538,270543,9.903,10.166,0.9741,1,1,0,2026-05-03T11:44:08.370+07:00
2022-04-27 13:06:28.551,554,3821871,0.535,71.6,0.0075,0,0,0,2026-05-03T11:44:08.411+07:00
2022-05-08 12:57:53.681,725,338272,1.809,7.033,0.2572,0,0,0,2026-05-03T11:44:08.442+07:00
2022-05-08 03:42:50.749,81,3553438,0.0,115.233,0.0,0,0,0,2026-05-03T11:44:08.475+07:00
2022-05-04 12:25:12.304,878,3230509,5.686,8.8,0.6461,0,0,0,2026-05-03T11:44:08.549+07:00
2022-04-23 12:58:30.704,180,937228,4.398,0.0,0.0,0,0,0,2026-05-03T11:44:08.560+07:00
2022-05-03 03:07:02.580,458,2668179,10.743,259.3,0.0414,1,0,0,2026-05-03T11:44:08.654+07:00
2022-05-06 12:17:19.037,100,1532833,0.0,42.533,0.0,0,0,0,2026-05-03T11:44:08.695+07:00
2022-04-27 22:49:53.249,430,2703070,1.605,18.2,0.0882,0,0,0,2026-05-03T11:44:08.706+07:00
2022-05-05 11:51:43.294,658,288345,108.813,14.9,1.0,0,0,0,2026-05-03T11:44:08.716+07:00
2022-05-04 08:06:41.913,26,1176973,6.962,8.366,0.8322,0,0,0,2026-05-03T11:44:08.748+07:00
2022-04-28 00:14:32.521,348,840606,1.858,156.466,0.0119,0,0,0,2026-05-03T11:44:08.779+07:00
2022-04-27 12:33:41.738,513,2818564,0.0,52.816,0.0,0,0,0,2026-05-03T11:44:08.799+07:00
2022-05-03 09:53:41.540,542,82647,9.355,345.433,0.0271,1,0,0,2026-05-03T11:44:08.809+07:00
2022-04-23 11:34:58.506,464,4318511,1.743,13.16,0.1324,0,0,0,2026-05-03T11:44:08.820+07:00
2022-05-04 09:18:42.784,418,2899950,0.786,32.966,0.0238,0,0,0,2026-05-03T11:44:08.851+07:00
2022-05-04 04:32:30.442,408,3881851,43.99,0.0,0.0,1,0,0,2026-05-03T11:44:08.933+07:00
2022-04-22 11:33:04.716,633,1365210,60.967,66.583,0.9157,1,0,0,2026-05-03T11:44:08.964+07:00
2022-04-29 23:42:15.436,205,498265,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:08.985+07:00
2022-05-04 10:07:18.192,232,2094632,13.554,12.616,1.0,1,0,0,2026-05-03T11:44:08.995+07:00
2022-05-04 05:53:38.488,974,4109016,0.0,82.233,0.0,0,0,0,2026-05-03T11:44:09.016+07:00
2022-04-28 04:00:15.224,283,3324420,2.577,9.4,0.2741,0,0,0,2026-05-03T11:44:09.047+07:00
2022-05-01 09:58:35.206,837,893170,2.761,182.9,0.0151,0,0,0,2026-05-03T11:44:09.089+07:00
2022-05-03 03:15:49.004,859,3156668,6.709,228.483,0.0294,0,0,0,2026-05-03T11:44:09.151+07:00
2022-04-23 13:43:39.624,649,503885,2.215,135.766,0.0163,0,0,0,2026-05-03T11:44:09.161+07:00
2022-05-03 09:15:10.257,674,1855698,1.512,17.183,0.088,0,0,0,2026-05-03T11:44:09.192+07:00
2022-04-25 02:08:41.053,299,665646,31.367,97.7,0.3211,1,0,0,2026-05-03T11:44:09.233+07:00
2022-05-08 13:14:32.332,82,2281057,2.344,0.0,0.0,0,0,0,2026-05-03T11:44:09.254+07:00
2022-05-06 14:34:28.680,187,432940,1.913,415.633,0.0046,0,0,0,2026-05-03T11:44:09.264+07:00
2022-05-08 08:57:58.783,21,3515015,1.027,7.977,0.1287,0,0,0,2026-05-03T11:44:09.275+07:00
2022-05-05 06:56:13.494,410,2656232,1.468,300.1,0.0049,0,0,0,2026-05-03T11:44:09.285+07:00
2022-05-03 23:39:20.352,281,4232813,8.084,12.35,0.6546,1,0,0,2026-05-03T11:44:09.316+07:00
2022-04-27 06:38:16.843,871,2694737,3.298,14.4,0.229,0,0,0,2026-05-03T11:44:09.327+07:00
2022-04-25 10:05:49.061,575,301089,72.339,71.066,1.0,1,0,0,2026-05-03T11:44:09.337+07:00
2022-04-29 10:12:28.209,959,4036730,1.902,7.7,0.247,0,0,0,2026-05-03T11:44:09.400+07:00
2022-04-22 16:24:17.462,554,3788359,13.309,740.466,0.018,1,0,0,2026-05-03T11:44:09.451+07:00
2022-05-05 12:53:33.441,736,2973941,1.777,7.291,0.2437,1,0,0,2026-05-03T11:44:09.503+07:00
2022-05-01 14:35:57.681,88,1571095,4.227,82.332,0.0513,0,0,0,2026-05-03T11:44:09.513+07:00
2022-04-28 17:13:38.905,507,1988760,0.0,394.2,0.0,0,0,0,2026-05-03T11:44:09.534+07:00
2022-04-27 09:37:57.390,19,2687232,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:09.554+07:00
2022-04-29 16:52:58.683,664,3389671,0.0,9.0,0.0,0,0,0,2026-05-03T11:44:09.627+07:00
2022-04-29 05:06:56.391,704,2213480,11.686,11.077,1.0,1,0,0,2026-05-03T11:44:09.690+07:00
2022-05-04 18:19:42.457,324,2217745,0.0,131.483,0.0,0,0,0,2026-05-03T11:44:09.733+07:00
2022-04-25 10:39:10.238,269,2700504,53.111,56.833,0.9345,1,0,0,2026-05-03T11:44:09.744+07:00
2022-04-27 12:31:52.412,2,2976933,27.62,14.033,1.0,1,0,0,2026-05-03T11:44:09.754+07:00
2022-05-03 11:39:25.705,627,1686520,1.258,10.3,0.1221,0,0,0,2026-05-03T11:45:02.592+07:00
2022-04-27 13:08:48.777,118,423236,7.415,156.2,0.0475,1,0,0,2026-05-03T11:45:02.602+07:00
2022-04-22 03:02:10.713,917,360112,1.957,293.68,0.0067,0,0,0,2026-05-03T11:45:02.674+07:00
2022-05-05 15:38:56.413,716,3425915,1.383,8.0,0.1729,0,0,0,2026-05-03T11:45:02.695+07:00
2022-05-01 13:20:06.272,996,2070442,1.081,53.0,0.0204,0,0,0,2026-05-03T11:45:02.705+07:00
2022-05-02 07:06:39.065,539,1092124,21.737,30.833,0.705,1,0,0,2026-05-03T11:45:02.715+07:00
2022-05-07 06:03:26.745,736,363927,8.48,7.266,1.0,1,0,0,2026-05-03T11:45:02.777+07:00
2022-04-30 23:59:15.078,187,393728,10.84,11.133,0.9737,1,0,0,2026-05-03T11:45:02.788+07:00
2022-05-01 02:15:39.569,104,4276215,0.0,198.2,0.0,0,0,0,2026-05-03T11:45:02.830+07:00
2022-05-05 23:51:00.833,571,2736121,80.34,186.866,0.4299,1,0,0,2026-05-03T11:45:02.851+07:00
2022-04-23 21:52:36.440,925,2080591,7.273,8.931,0.8144,1,0,0,2026-05-03T11:45:02.903+07:00
2022-05-08 12:08:13.464,904,233800,12.902,11.2,1.0,1,0,0,2026-05-03T11:45:02.924+07:00
2022-05-05 06:17:10.738,352,2233272,0.0,15.2,0.0,0,0,0,2026-05-03T11:45:02.935+07:00
2022-05-04 22:38:56.535,580,1837595,2.768,99.56,0.0278,0,0,0,2026-05-03T11:45:02.945+07:00
2022-05-03 09:03:21.564,999,37556,6.827,94.2,0.0725,0,0,0,2026-05-03T11:45:02.956+07:00
2022-04-28 07:07:12.903,265,349009,1.585,10.958,0.1446,0,0,0,2026-05-03T11:45:02.988+07:00
2022-04-23 03:54:54.729,797,1723307,1.295,249.817,0.0052,0,0,0,2026-05-03T11:45:03.019+07:00
2022-05-06 09:52:16.727,997,3039004,5.609,72.0,0.0779,0,0,0,2026-05-03T11:45:03.030+07:00
2022-04-23 22:20:22.395,567,1500846,0.0,41.833,0.0,0,0,0,2026-05-03T11:45:03.072+07:00
2022-04-22 14:39:20.563,492,2866756,57.081,43.5,1.0,1,0,0,2026-05-03T11:45:03.124+07:00
2022-05-05 19:30:18.105,954,4174300,1.3,22.566,0.0576,0,0,0,2026-05-03T11:45:03.135+07:00
2022-04-27 08:22:32.718,599,1226754,0.0,70.033,0.0,0,0,0,2026-05-03T11:45:03.177+07:00
2022-05-03 11:40:56.229,981,995895,1.195,6.066,0.197,0,0,0,2026-05-03T11:45:03.209+07:00
2022-04-30 02:27:39.235,13,1284339,7.42,148.414,0.05,1,0,0,2026-05-03T11:45:03.251+07:00
2022-05-01 19:02:48.465,447,488789,0.0,101.383,0.0,0,0,0,2026-05-03T11:45:03.261+07:00
2022-05-02 08:55:42.354,875,1123643,4.614,44.866,0.1028,0,0,0,2026-05-03T11:45:03.272+07:00
2022-04-27 17:35:34.819,549,1115374,14.903,19.133,0.7789,1,0,0,2026-05-03T11:45:03.293+07:00
2022-04-24 08:08:16.394,445,2185665,16.232,8.133,1.0,1,0,0,2026-05-03T11:45:03.314+07:00
2022-05-01 05:34:49.458,561,3166122,7.482,8.47,0.8834,1,0,0,2026-05-03T11:45:03.335+07:00
2022-04-28 11:43:05.554,382,1468862,0.259,12.0,0.0216,0,0,0,2026-05-03T11:45:03.399+07:00
2022-04-29 09:27:02.807,684,1459425,5.621,123.6,0.0455,0,0,0,2026-05-03T11:45:03.420+07:00
2022-04-22 05:26:31.895,790,1150114,105.285,11.0,1.0,1,0,0,2026-05-03T11:45:03.442+07:00
2022-04-24 01:02:12.716,911,780807,1.132,15.041,0.0753,0,0,0,2026-05-03T11:45:03.452+07:00
2022-05-02 08:34:11.500,930,2678698,3.668,218.84,0.0168,0,0,0,2026-05-03T11:45:03.516+07:00
2022-05-02 16:51:00.909,190,3868580,17.979,6.1,1.0,1,0,0,2026-05-03T11:45:03.527+07:00
2022-05-08 03:31:28.119,962,2734095,0.0,239.1,0.0,0,0,0,2026-05-03T11:45:03.537+07:00
2022-05-01 04:01:12.017,998,144560,0.775,78.633,0.0099,0,0,0,2026-05-03T11:45:03.548+07:00
2022-05-02 06:22:17.808,829,1354570,0.0,18.344,0.0,0,0,0,2026-05-03T11:45:03.559+07:00
2022-05-04 14:08:36.681,652,2287172,23.022,21.68,1.0,1,0,0,2026-05-03T11:45:03.601+07:00
2022-04-23 03:37:01.608,799,270543,3.051,10.166,0.3001,0,0,0,2026-05-03T11:45:03.644+07:00
2022-05-06 20:41:11.882,617,1101375,0.0,66.833,0.0,0,0,0,2026-05-03T11:45:03.686+07:00
2022-04-25 11:49:40.532,68,669362,6.224,0.0,0.0,0,0,0,2026-05-03T11:45:03.739+07:00
2022-04-26 10:50:22.545,527,2818245,2.251,85.48,0.0263,0,0,0,2026-05-03T11:45:03.760+07:00
2022-04-26 03:09:18.884,49,1121826,5.664,354.12,0.016,0,0,0,2026-05-03T11:45:03.782+07:00
2022-04-26 18:35:36.427,894,3789303,40.555,230.56,0.1759,1,0,0,2026-05-03T11:45:03.792+07:00
2022-05-04 14:14:01.861,941,1988056,180.71,177.166,1.0,1,0,0,2026-05-03T11:45:03.803+07:00
2022-04-30 22:16:42.456,619,2688014,27.469,0.0,0.0,1,1,1,2026-05-03T11:45:03.899+07:00
2022-04-24 10:04:41.564,996,1099279,4.092,136.7,0.0299,0,0,0,2026-05-03T11:45:03.920+07:00
2022-04-27 03:57:39.370,447,891526,0.0,0.0,0.0,0,0,0,2026-05-03T11:45:03.941+07:00
2022-05-03 07:54:53.593,490,660322,4.582,226.666,0.0202,0,0,0,2026-05-03T11:45:03.962+07:00
2022-05-07 06:54:21.661,128,411898,0.0,286.966,0.0,0,0,0,2026-05-03T11:45:03.973+07:00
2022-04-27 11:37:43.115,322,2902161,20.104,77.4,0.2597,1,0,0,2026-05-03T11:45:04.090+07:00
2022-05-02 23:28:39.469,927,3004245,22.017,0.0,0.0,1,0,0,2026-05-03T11:45:04.100+07:00
2022-05-04 15:26:00.267,54,4296555,9.897,145.133,0.0682,1,0,0,2026-05-03T11:45:04.154+07:00
2022-04-28 21:53:49.998,656,739574,11.986,107.533,0.1115,1,0,0,2026-05-03T11:45:04.206+07:00
2022-05-05 06:12:25.868,6,3332215,4.063,72.1,0.0564,0,0,0,2026-05-03T11:45:04.228+07:00
2022-04-25 11:35:30.810,15,2510866,0.0,14.95,0.0,0,0,0,2026-05-03T11:45:04.306+07:00
2022-05-03 11:07:59.918,462,3469906,51.556,63.666,0.8098,1,1,0,2026-05-03T11:45:04.339+07:00
2022-04-27 08:17:18.960,372,2581414,14.564,16.1,0.9046,1,0,0,2026-05-03T11:45:04.435+07:00
2022-05-04 12:51:34.656,412,3341217,0.0,10.733,0.0,0,0,0,2026-05-03T11:45:04.459+07:00
2022-04-29 12:47:20.288,671,3374032,2.711,4.766,0.5688,0,0,0,2026-05-03T11:45:04.613+07:00
2022-05-03 10:35:50.559,317,4002455,60.501,53.7,1.0,1,0,0,2026-05-03T11:45:04.644+07:00
2022-04-28 04:23:07.444,94,1073163,3.797,0.0,0.0,0,0,0,2026-05-03T11:45:04.665+07:00
2022-04-25 14:55:36.643,127,2954411,0.0,58.158,0.0,0,0,0,2026-05-03T11:45:04.676+07:00
2022-04-26 09:20:45.621,15,689849,0.0,12.6,0.0,0,0,0,2026-05-03T11:45:04.687+07:00
