event_time,user_id,video_id,watch_time,duration,watch_ratio,is_click,is_like,is_share
2022-05-04 18:28:34.855,50,1861874,15.692,126.084,0.12445671139875004,1,0,0
2022-04-27 23:57:10.047,191,681051,1.88,12.733,0.14764784418440274,0,0,0
2022-04-29 06:35:06.417,71,2367945,0.0,0.0,,0,0,0
2022-04-22 10:08:28.862,882,2414382,32.184,10.41,1.0,1,0,0
2022-05-07 05:29:44.299,650,2656625,6.306,10.2,0.6182352941176471,0,0,0
2022-05-02 08:34:11.500,930,2678698,3.668,218.84,0.01676110400292451,0,0,0
2022-05-02 16:51:00.909,190,3868580,17.979,6.1,1.0,1,0,0
2022-05-08 03:31:28.119,962,2734095,0.0,239.1,0.0,0,0,0
2022-05-01 04:01:12.017,998,144560,0.775,78.633,0.00985591291188178,0,0,0
2022-05-02 06:22:17.808,829,1354570,0.0,18.344,0.0,0,0,0
2022-05-05 16:18:14.356,824,1165579,6.895,0.0,,0,0,0
2022-05-05 06:44:17.779,434,1626753,0.0,356.184,0.0,0,0,0
2022-05-02 09:46:42.105,225,3950865,11.658,14.266,0.8171877190522921,1,0,0
2022-05-04 14:08:36.681,652,2287172,23.022,21.68,1.0,1,0,0
2022-05-06 01:55:33.085,68,2666739,2.169,43.551,0.04980367844595991,0,0,0
2022-05-07 14:54:36.398,295,2200990,0.0,147.133,0.0,0,0,0
2022-05-06 00:51:32.655,879,677421,0.298,7.066,0.04217378998018681,0,0,0
2022-04-23 03:37:01.608,799,270543,3.051,10.166,0.30011804052724766,0,0,0
2022-05-02 15:42:00.031,76,1614233,0.0,38.0,0.0,0,0,0
2022-04-30 22:36:03.638,205,1274661,22.586,100.966,0.22369906701265774,1,0,0
2022-05-07 06:11:21.024,2,205998,5.604,220.76,0.02538503352056532,0,0,0
2022-05-06 20:41:11.882,617,1101375,0.0,66.833,0.0,0,0,0
2022-04-23 07:59:39.786,739,1120889,0.0,423.433,0.0,0,0,0
2022-04-29 13:02:46.910,559,1351710,1.554,259.731,0.0059831132979890735,0,0,0
2022-04-22 03:35:33.389,71,4326587,0.0,11.532,0.0,0,0,0
2022-05-04 09:57:15.080,434,99587,3.43,48.566,0.07062554050158547,0,0,0
2022-04-25 11:49:40.532,68,669362,6.224,0.0,,0,0,0
2022-04-28 01:26:44.716,211,1407708,14.075,0.0,,1,0,0
2022-04-26 10:50:22.545,527,2818245,2.251,85.48,0.02633364529714553,0,0,0
2022-05-02 22:45:44.301,205,4124002,3.248,0.0,,0,0,0
2022-04-26 03:09:18.884,49,1121826,5.664,354.12,0.015994578109115556,0,0,0
2022-04-26 18:35:36.427,894,3789303,40.555,230.56,0.17589781401804302,1,0,0
2022-05-04 14:14:01.861,941,1988056,180.71,177.166,1.0,1,0,0
2022-05-04 08:16:49.209,524,3308709,1.947,60.0,0.03245,0,0,0
2022-05-06 12:14:41.695,707,224370,0.0,109.366,0.0,0,0,0
2022-05-03 16:24:16.751,702,2933945,0.0,7.683,0.0,0,0,0
2022-04-29 10:30:09.612,110,4366497,2.819,12.583,0.22403242469999204,1,0,0
2022-05-03 00:47:11.605,797,503153,4.341,86.52,0.05017337031900139,0,0,0
2022-04-30 19:12:45.153,169,3497746,4.641,11.84,0.39197635135135134,0,0,0
2022-05-06 06:10:59.964,681,3862830,2.224,27.9,0.07971326164874552,0,0,0
2022-04-29 23:36:06.084,68,2563666,2.62,70.32,0.03725824800910125,0,0,0
2022-04-30 22:16:42.456,619,2688014,27.469,0.0,,1,1,1
2022-04-27 00:16:59.562,787,192145,26.197,0.0,,1,0,0
2022-04-24 10:04:41.564,996,1099279,4.092,136.7,0.029934162399414776,0,0,0
2022-04-21 18:54:01.605,791,439468,4.353,324.266,0.013424164112179508,0,0,0
2022-04-27 03:57:39.370,447,891526,0.0,0.0,,0,0,0
2022-04-30 08:08:23.140,403,1511975,76.808,439.76,0.17465890485719485,1,0,0
2022-05-03 07:54:53.593,490,660322,4.582,226.666,0.02021476533754511,0,0,0
2022-05-07 06:54:21.661,128,411898,0.0,286.966,0.0,0,0,0
2022-05-06 11:56:55.723,473,3629705,4.427,138.95,0.03186038143216985,0,0,0
2022-04-30 02:37:46.139,106,2708772,23.519,36.033,0.6527072405850193,1,0,0
2022-04-25 10:06:50.374,695,1738220,10.455,10.266,1.0,1,0,0
2022-04-27 06:17:49.404,410,1262584,9.577,64.2,0.14917445482866043,1,0,0
2022-05-03 12:28:30.166,868,134112,2.01,7.0,0.28714285714285714,0,0,0
2022-04-22 04:26:42.288,525,3128101,3.463,120.68,0.02869572422936692,0,0,0
2022-04-27 13:05:31.191,177,2086325,26.968,8.433,1.0,1,0,0
2022-04-29 08:07:59.728,352,2193323,2.293,174.316,0.013154271552812135,0,0,0
2022-04-30 05:10:28.910,462,2851959,4.649,68.0,0.06836764705882353,0,0,0
2022-05-03 14:35:52.597,879,3571150,0.374,300.533,0.0012444556837352303,0,0,0
2022-04-27 11:37:43.115,322,2902161,20.104,77.4,0.25974160206718344,1,0,0
2022-05-02 23:28:39.469,927,3004245,22.017,0.0,,1,0,0
2022-05-02 09:12:17.331,542,3591208,4.521,6.873,0.6577913574858141,0,0,0
2022-05-02 08:58:13.413,7,2559903,9.05,8.366,1.0,1,0,0
2022-04-26 12:31:23.617,840,1980508,1.114,4.833,0.23049865507966066,0,0,0
2022-05-08 14:12:21.228,357,2388760,0.0,97.333,0.0,0,0,0
2022-05-04 15:26:00.267,54,4296555,9.897,145.133,0.06819262331792218,1,0,0
2022-04-27 12:08:53.239,986,599060,2.008,117.566,0.017079767960124524,0,0,0
2022-05-04 08:30:37.999,534,1345773,0.0,221.233,0.0,0,0,0
2022-05-07 05:18:54.970,166,2121020,3.565,18.166,0.1962457337883959,1,0,0
2022-05-06 01:01:04.628,453,2732220,19.356,60.131,0.3218971911326936,1,0,0
2022-04-28 21:53:49.998,656,739574,11.986,107.533,0.1114634577292552,1,0,0
2022-04-29 16:41:34.401,951,3406540,1.429,32.933,0.04339112744056114,0,0,0
2022-05-05 06:12:25.868,6,3332215,4.063,72.1,0.05635228848821082,0,0,0
2022-04-23 23:24:29.291,510,4350375,0.0,0.0,,0,0,0
2022-05-08 14:51:58.298,977,1232243,1.966,179.733,0.010938447586141665,0,0,0
2022-05-06 11:46:17.409,702,1586734,2.08,85.562,0.02430985717958907,0,0,0
2022-05-01 02:43:32.039,552,2631044,1.685,25.433,0.06625250658593167,0,0,0
2022-04-28 03:35:24.977,972,1688890,0.0,105.633,0.0,0,0,0
2022-04-28 01:47:21.635,862,370666,0.0,10.666,0.0,0,0,0
2022-04-25 11:35:30.810,15,2510866,0.0,14.95,0.0,0,0,0
2022-04-23 07:50:49.201,216,2370120,3.66,7.066,0.5179733937163883,0,0,0
2022-04-29 05:14:28.908,418,3898661,5.115,57.557,0.08886842608197092,0,0,0
2022-05-03 11:07:59.918,462,3469906,51.556,63.666,0.8097885841736563,1,1,0
2022-05-02 01:21:24.606,346,2740235,8.068,20.0,0.4034,1,1,0
2022-04-22 06:32:01.461,601,1899053,14.19,25.52,0.5560344827586207,1,0,0
2022-05-05 17:56:33.256,739,2793950,3.053,15.7,0.19445859872611465,0,0,0
2022-04-25 03:29:26.954,793,1254928,1.218,87.16,0.013974300137677835,0,0,0
2022-04-25 06:04:42.209,973,321772,0.0,42.56,0.0,0,0,0
2022-04-29 18:28:01.216,222,761357,44.073,218.846,0.20138819078255943,1,0,0
2022-04-23 09:33:58.815,49,3503719,4.868,134.9,0.03608598962194218,0,0,0
2022-05-05 17:46:07.338,703,1476289,0.0,9.5,0.0,0,0,0
2022-04-27 08:17:18.960,372,2581414,14.564,16.1,0.9045962732919255,1,0,0
2022-04-30 10:48:14.651,607,3699980,13.802,12.846,1.0,1,0,0
2022-05-04 12:51:34.656,412,3341217,0.0,10.733,0.0,0,0,0
2022-04-25 12:48:18.963,802,4317583,68.676,65.766,1.0,1,0,0
2022-04-27 06:26:00.471,770,4125059,0.0,23.172,0.0,0,0,0
2022-05-04 10:19:11.896,635,3142547,0.0,11.933,0.0,0,0,0
2022-04-25 14:45:53.116,583,54568,1.116,15.4,0.07246753246753247,0,0,0
2022-05-04 04:50:58.370,540,3517378,1.095,119.366,0.009173466481242565,0,0,0
2022-05-07 14:19:02.887,73,3964088,18.53,27.066,0.6846227739599497,1,0,0
2022-04-29 14:35:33.522,769,1494469,1.283,9.133,0.1404795795466988,0,0,0
2022-05-01 10:57:00.189,490,2307037,17.263,42.366,0.4074729736109144,1,0,0
2022-04-23 01:38:26.119,911,3866582,2.012,17.833,0.11282453877642573,0,0,0
2022-05-06 12:24:11.437,920,701046,0.0,300.133,0.0,0,0,0
2022-05-07 00:51:01.438,370,227108,34.131,31.866,1.0,1,0,0
2022-05-07 11:17:38.984,923,4161616,3.876,0.0,,0,0,0
2022-04-29 12:47:20.288,671,3374032,2.711,4.766,0.5688208140998741,0,0,0
2022-05-06 09:29:07.980,890,668645,16.618,7.0,1.0,1,0,0
2022-05-01 05:48:43.582,781,4140620,0.0,253.266,0.0,0,0,0
2022-05-03 10:35:50.559,317,4002455,60.501,53.7,1.0,1,0,0
2022-04-28 17:04:26.686,325,1610714,1.077,82.44,0.013064046579330421,0,0,0
2022-04-28 04:23:07.444,94,1073163,3.797,0.0,,0,0,0
2022-04-25 14:55:36.643,127,2954411,0.0,58.158,0.0,0,0,0
2022-04-26 09:20:45.621,15,689849,0.0,12.6,0.0,0,0,0
2022-05-02 09:32:53.686,205,1130971,0.0,7.7,0.0,0,0,0
2022-04-23 03:53:47.290,782,4231520,0.0,0.0,,0,0,0
2022-04-27 11:15:02.320,395,1077145,44.66,148.0,0.3017567567567568,1,0,0
2022-04-24 07:40:43.011,154,75577,7.47,5.4,1.0,1,0,0
2022-05-04 10:46:50.622,216,3713209,25.533,78.386,0.325734187227311,1,0,0
2022-04-30 08:17:25.490,66,1555499,1.297,295.85,0.00438397836741592,0,0,0
2022-05-06 05:29:23.778,990,1237371,1.606,19.92,0.08062248995983935,0,0,0
2022-05-03 09:39:49.155,176,1340675,6.071,8.033,0.7557575003112162,0,0,0
2022-05-02 14:00:14.412,540,3529618,0.0,11.866,0.0,0,0,0
2022-05-04 04:01:51.241,47,3455356,2.634,35.666,0.07385184769808781,0,0,0
2022-04-30 01:55:54.444,27,606938,9.994,151.516,0.0659600306238285,1,0,0
2022-04-29 09:41:35.086,976,503094,1.533,190.791,0.008034970202996997,0,0,0
2022-05-07 08:39:20.103,856,3808459,1.234,0.0,,0,0,0
2022-04-28 02:09:23.394,15,334647,9.647,6.533,1.0,1,0,0
2022-04-30 12:15:42.288,347,1590566,4.267,340.166,0.012543875637188902,0,0,0
2022-04-23 06:59:35.766,122,3042204,1.398,12.516,0.11169702780441035,0,0,0
2022-05-04 14:45:59.848,734,353655,2.089,35.375,0.059053003533568904,0,0,0
2022-04-24 10:05:39.455,552,2900138,110.686,310.533,0.3564387681824476,1,0,0
2022-05-02 08:49:41.035,65,1311395,2.452,286.066,0.008571448546838842,1,0,0
2022-04-29 13:11:18.553,814,3311878,2.994,9.2,0.3254347826086956,0,0,0
2022-05-03 10:55:06.640,283,1677737,1.878,562.56,0.003338310580204778,0,0,0
2022-05-08 04:20:07.303,71,323087,4.947,181.233,0.027296353313138337,0,0,0
2022-05-01 02:49:14.531,781,511643,10.0,10.833,0.9231053263177329,1,0,0
2022-05-05 12:17:12.262,944,2621231,4.449,298.566,0.014901227869214847,0,0,0
2022-05-08 10:43:56.733,893,3742720,0.594,7.9,0.07518987341772151,0,0,0
2022-04-26 11:17:04.493,118,2458826,0.0,42.933,0.0,0,0,0
2022-05-06 00:24:44.136,879,3000767,51.201,148.501,0.34478555699961616,1,0,0
2022-04-23 01:37:34.631,862,3727179,8.149,9.175,0.8881743869209809,1,0,0
2022-04-30 07:57:41.796,472,4069534,12.321,11.52,1.0,1,0,0
2022-04-29 05:22:01.188,455,1978613,1.528,19.733,0.07743374043480464,0,0,0
2022-04-24 22:34:42.761,605,3732842,1.2,108.05,0.011105969458583989,0,0,0
2022-05-04 17:59:18.256,50,2000601,2.435,49.333,0.049358441611091965,0,0,0
2022-05-04 04:09:13.778,391,2755712,30.341,208.916,0.14523061900476747,1,0,0
2022-05-06 09:03:28.415,75,3751326,0.0,28.0,0.0,0,0,0
2022-05-05 16:26:01.985,553,923976,0.0,104.133,0.0,0,0,0
2022-04-26 02:40:06.594,240,1702907,0.747,13.466,0.05547304321996138,0,0,0
2022-04-30 14:51:21.765,712,1002115,11.159,9.866,1.0,1,0,0
2022-04-24 01:26:59.518,109,1680138,1.088,0.0,,0,0,0
2022-05-02 06:01:47.555,961,2573670,91.711,88.966,1.0,1,0,0
2022-04-22 03:15:06.155,970,294810,0.0,44.533,0.0,0,0,0
2022-04-23 00:16:38.190,831,1309719,25.443,38.666,0.6580199658614804,1,0,0
2022-05-04 09:31:20.191,413,2229794,0.0,16.566,0.0,0,0,0
2022-04-24 03:17:41.196,462,48876,7.953,0.0,,1,1,0
2022-04-23 08:24:00.680,587,523908,0.0,21.68,0.0,0,0,0
2022-04-27 14:11:06.403,211,2283114,0.0,52.52,0.0,0,0,0
2022-05-05 03:00:48.057,920,2036769,0.0,8.933,0.0,0,0,0
2022-04-22 11:48:02.210,21,1728830,4.02,184.6,0.021776814734561212,0,0,0
2022-04-27 13:53:31.595,852,3119437,7.187,0.0,,1,0,0
2022-05-05 08:16:32.897,797,1727799,1.971,27.694,0.0711706506824583,0,0,0
2022-05-05 23:35:35.878,383,3618301,35.734,39.95,0.894468085106383,1,0,0
2022-05-04 11:37:00.623,600,2999264,12.03,43.133,0.2789047828808569,1,0,0
2022-05-04 01:37:20.343,427,1661798,15.977,17.466,0.9147486545287988,1,0,0
2022-04-30 13:52:07.645,261,2116999,0.0,12.466,0.0,1,0,0
2022-05-04 06:33:14.203,904,2044698,75.291,256.6,0.2934177708495713,1,0,0
2022-04-23 15:47:23.259,36,1516221,0.0,11.5,0.0,0,0,0
2022-05-07 08:07:56.120,476,2463680,2.012,276.96,0.0072645869439630275,0,0,0
2022-04-28 13:07:40.763,684,2859959,36.319,64.599,0.5622223254229942,1,0,0
2022-05-01 09:24:03.951,516,3182652,135.855,138.5,0.9809025270758123,1,0,0
2022-04-29 15:34:51.180,282,1011465,0.0,71.566,0.0,0,0,0
2022-04-30 17:32:28.047,640,4227369,9.554,7.675,1.0,1,0,0
2022-05-08 05:46:33.884,963,2283768,11.956,38.733,0.30867735522680917,1,0,0
2022-04-27 12:59:51.115,976,3545438,13.142,117.033,0.11229311390804303,1,0,0
2022-04-30 11:30:13.484,920,477685,0.0,166.8,0.0,0,0,0
2022-04-23 08:26:46.213,495,1466840,6.555,8.119,0.8073654390934845,0,0,0
2022-05-03 06:25:03.774,383,1268380,4.423,19.466,0.22721668550292817,0,0,0
2022-05-01 21:01:05.143,812,3229910,0.842,239.4,0.003517126148705096,1,0,0
2022-04-30 15:07:19.951,942,4123778,4.047,72.333,0.05594956658786446,0,0,0
2022-04-22 07:44:53.734,58,4171023,5.354,12.96,0.4131172839506173,0,0,0
2022-05-04 05:01:31.926,593,2790679,91.761,90.6,1.0,1,0,0
2022-05-08 12:54:35.328,322,1699706,1.496,80.8,0.018514851485148514,0,0,0
2022-04-22 11:46:24.786,140,2114711,0.0,6.05,0.0,0,0,0
2022-04-23 07:34:33.744,909,1693966,0.609,11.2,0.054375,0,0,0
2022-05-02 12:17:17.908,129,4148442,82.837,150.166,0.5516361892838592,1,0,0
2022-04-26 12:36:23.439,793,1099988,0.0,0.0,,0,0,0
2022-04-26 13:48:18.518,71,4126113,3.541,0.0,,1,0,0
2022-04-30 10:36:23.043,473,4029012,10.736,10.3,1.0,1,0,0
2022-04-23 08:04:15.577,718,1304344,13.711,12.833,1.0,1,0,0
2022-05-03 17:04:35.932,975,538114,7.096,0.0,,1,0,0
2022-04-30 10:24:12.349,697,1028659,0.0,900.5,0.0,0,0,0
2022-05-05 12:24:31.214,725,1828731,0.0,14.266,0.0,0,0,0
2022-05-02 10:21:25.398,734,972476,0.768,30.0,0.0256,0,0,0
2022-05-05 09:05:37.470,410,3745976,3.823,29.6,0.1291554054054054,0,0,0
2022-05-04 09:38:22.669,191,3219538,2.481,6.214,0.39925973607981974,0,0,0
2022-04-29 08:18:08.476,972,333251,0.0,0.0,,0,0,0
2022-04-28 03:51:55.499,831,1527752,15.526,7.2,1.0,1,0,0
2022-05-01 10:00:55.086,0,1386275,117.238,21.133,1.0,1,0,0
2022-05-05 13:19:21.647,324,3666923,41.963,113.533,0.36961059779975863,1,0,0
2022-04-25 04:59:52.748,157,3209425,2.926,6.733,0.43457596910738155,0,0,0
2022-05-03 00:28:08.219,179,3231110,12.447,11.48,1.0,1,0,0
2022-05-04 04:17:22.447,788,3235326,1.998,12.166,0.16422817688640473,0,0,0
2022-05-04 15:12:14.423,68,2655009,2.682,84.76,0.031642284096271824,0,0,0
2022-04-24 13:14:24.917,310,213979,1.67,141.954,0.01176437437479747,0,0,0
2022-05-01 03:24:43.384,797,2694201,1.278,11.466,0.11145996860282574,0,0,0
2022-04-24 10:49:14.359,401,105510,15.613,54.3,0.28753222836095765,1,0,0
2022-05-05 10:44:04.283,358,1441443,10.787,8.933,1.0,1,0,0
2022-05-08 04:31:58.099,937,1700883,11.045,44.86,0.24621043245653143,1,0,0
2022-05-01 12:54:46.587,67,3502084,0.0,87.087,0.0,0,0,0
2022-05-08 04:42:33.005,732,2909866,1.705,14.766,0.11546796695110388,0,0,0
2022-05-08 03:47:37.396,782,2692993,19.927,16.433,1.0,1,0,0
2022-05-02 01:46:18.852,759,1526086,10.466,9.65,1.0,1,0,0
2022-04-30 11:51:36.798,996,189488,1.694,349.5,0.004846924177396281,0,0,0
2022-04-23 10:34:08.468,329,372922,81.921,78.375,1.0,1,0,0
2022-04-25 00:59:18.537,142,1267407,37.716,192.533,0.19589369095168102,1,0,0
2022-04-28 15:31:35.100,893,3339322,7.294,9.092,0.8022437307523097,1,0,0
2022-04-22 14:38:49.601,851,1800605,1.6,29.333,0.054546074387208945,0,0,0
2022-05-04 01:32:02.973,94,2502190,2.615,153.318,0.017056053431430098,0,0,0
2022-05-07 03:44:39.978,605,2366843,15.761,65.0,0.2424769230769231,1,0,0
2022-04-27 23:33:32.893,447,4158172,0.0,40.0,0.0,0,0,0
2022-05-04 12:05:13.854,15,2747805,39.191,101.566,0.3858673178032019,1,0,0
2022-04-25 09:09:24.046,379,3945377,0.0,0.0,,0,0,0
2022-05-04 09:57:41.693,128,2021969,0.0,20.9,0.0,0,0,0
2022-04-25 13:38:05.075,686,4234270,40.479,38.32,1.0,1,0,0
2022-05-01 07:26:06.326,71,1952517,0.0,0.0,,0,0,0
2022-04-30 04:34:56.181,725,4242657,0.0,37.066,0.0,0,0,0
2022-04-26 09:04:57.824,859,275078,0.0,146.233,0.0,0,0,0
2022-04-25 04:12:56.991,71,4053460,0.0,0.0,,0,0,0
2022-04-25 08:01:50.611,870,541569,10.977,0.0,,1,0,0
2022-04-28 19:15:48.741,858,2748904,1.372,16.166,0.08486947915377954,0,0,0
2022-04-23 00:56:20.209,790,2594628,22.979,192.32,0.119483153078203,1,0,0
2022-04-24 14:24:18.297,439,224931,0.0,345.4,0.0,0,0,0
2022-05-03 10:25:43.075,547,3503789,1.621,15.6,0.1039102564102564,0,0,0
2022-05-02 04:35:25.332,366,4259594,1.395,36.44,0.0382821075740944,0,0,0
2022-04-25 05:40:42.594,68,672804,1.36,15.066,0.09026948095048454,0,0,0
2022-05-04 09:21:21.070,173,1181059,3.197,11.3,0.28292035398230087,0,0,0
2022-05-07 11:41:57.609,852,3096952,1.388,42.959,0.03230987685933099,0,0,0
2022-05-04 11:05:45.885,39,4080467,4.034,48.366,0.08340569821775627,0,0,0
2022-04-30 01:16:30.978,924,453187,43.504,44.666,0.973984686338602,1,0,0
2022-05-01 03:19:07.381,784,3780100,0.0,111.433,0.0,0,0,0
2022-05-05 05:15:59.800,750,3101780,2.34,0.0,,0,0,0
2022-04-25 10:26:04.887,366,2481934,0.943,151.566,0.006221711993454997,0,0,0
2022-05-07 17:12:57.811,300,2884272,1.15,13.983,0.08224272330687263,1,0,0
2022-04-24 06:36:02.606,134,2326772,12.878,13.3,0.9682706766917293,1,0,0
2022-05-04 04:52:52.586,655,2234372,1.509,62.4,0.024182692307692308,0,0,0
2022-05-05 12:11:01.507,840,2706779,1.401,8.033,0.17440557699489606,0,0,0
2022-04-30 11:10:00.083,413,3397458,0.0,27.866,0.0,0,0,0
2022-04-27 05:12:27.869,781,3388296,0.0,25.2,0.0,0,0,0
2022-05-06 16:59:34.843,640,3473593,0.938,24.733,0.03792503942101646,1,0,0
